ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
2284,この剣にかけて、勝利を,このけんにかけて、しょうりを,shop,ka,ko,,,,,,1,1,,,0,0,1121,chr012_title_cs_1,12,0
2285,この辺,このへん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2286,この箒に、切れぬものなし！,このほうきに、きれぬものなし,shop,ka,ko,,,,,,1,1,,,0,0,1042,chr004_title_battle_3,4,0
2287,琥珀,こはく,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2288,琥珀色の魔法使い（偽）,こはくいろのまほうつかいにせ,shop,ka,ko,,,,,,1,1,,,0,0,1042,chr004_title_ach_2,4,0
2289,琥珀使い,こはくつかい,shop,ka,ko,,,,,,1,1,,,2,0,1042,chr004_title_com_2,4,0
2290,琥珀マスター,こはくますたー,shop,ka,ko,,,,,,1,1,,,2,0,1043,chr004_title_com_3,4,0
2291,琥珀見習い,こはくみならい,shop,ka,ko,,,,,,1,1,,,2,0,1041,chr004_title_com_1,4,0
2292,琥珀流,こはくりゅう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2293,コマンド,こまんど,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2294,小娘,こむすめ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2295,コメット,こめっと,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2296,固有結界,こゆうけっかい,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2297,今宵の針は一味違いますよ～,こよいのはりはひとあじちがいますよ,shop,ka,ko,,,,,,1,1,,,0,0,1042,chr004_title_battle_1,4,0
2298,コラボ,こらぼ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2299,孤立,こりつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2300,これが,これが,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
4126,これが本当のわたし,これがほんとうのわたし,shop,ka,ko,,,,,,1,1,,,0,0,1143,chr014_title_ach_3,14,19
2301,これからだ！,これからだ！,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2302,これでも真祖の王族ですので,これでもしんそのおうぞくですので,shop,ka,ko,,,,,,1,1,,,0,0,1002,chr000_title_battle_2,0,0
2303,こわっぱ,こわっぱ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2304,混血,こんけつ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2305,根源,こんげん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2306,根源の渦,こんげんのうず,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2307,金色,こんじき,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2308,根性,こんじょう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2309,コンセントレーション,こんせんとれーしょん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2310,混沌,こんとん,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2311,混沌衝動,こんとんしょうどう,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2312,コンプレックス,こんぷれっくす,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2313,コンボ,こんぼ,shop,ka,ko,,,,,,1,1,,,0,0,-1,-1,-1,0
2314,さ,さ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2315,サーヴァント,さーうぁんと,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2316,サークラ,さーくら,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2317,サークル,さーくる,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2318,サーチ,さーち,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2319,さーて、お仕事お仕事！,さーておしごとおしごと,shop,sa,sa,,,,,,1,1,,,0,0,1081,chr008_title_cs_1,8,0
2320,サード,さーど,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2321,サービス,さーびす,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2322,歳,さい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2323,砕,さい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2324,災禍,さいか,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2325,罪渦,ざいか,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2326,再会,さいかい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2327,再開,さいかい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2328,最下位,さいかい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2329,災害,さいがい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2330,再確認,さいかくにん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2331,最凶,さいきょう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2332,最強,さいきょう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2333,最恐,さいきょう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2334,再教育,さいきょういく,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2335,最強の真祖,さいきょうのしんそ,shop,sa,sa,,,,,,1,1,,,0,0,1002,chr000_title_ach_2,0,0
2336,サイクロン,さいくろん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2337,サイコ,さいこ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2338,最高,さいこう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
4139,最新の魔法使い,さいしんのまほうつかい,shop,sa,sa,,,,,,1,1,,,0,0,1152,chr015_title_ach_2,15,20
2339,サイズ,さいず,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2340,再生,さいせい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2341,再誕,さいたん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2342,最低,さいてい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2343,裁定者,さいていしゃ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2344,最適,さいてき,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2345,最適解,さいてきかい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2346,細胞,さいぼう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2347,サイレント,さいれんと,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2348,サイン,さいん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2349,さえ,さえ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2350,作戦,さくせん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2351,錯綜,さくそう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2352,桜,さくら,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2353,サクリファイス,さくりふぁいす,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2354,さすが,さすが,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2355,誘い,さそい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2356,殺,さつ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2357,殺人貴,さつじんき,shop,sa,sa,,,,,,1,1,,,0,0,1032,chr003_title_ach_2,3,0
2358,殺戮,さつりく,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2359,さて,さて,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2360,サディスト,さでぃすと,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2361,サド,さど,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2362,茶道部,さどうぶ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2363,砂漠,さばく,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2364,サバを読む,さばをよむ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2365,寂び,さび,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2366,寂しい,さびしい,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2367,サブ,さぶ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2368,サファイア,さふぁいあ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2369,差別化,さべつか,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2370,サベッジ,さべっじ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2371,サボリ,さぼり,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2372,様,さま,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2373,鮫,さめ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2374,さらに,さらに,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2375,火蜥蜴,さらまんだー,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2376,さりげなく,さりげなく,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2377,サレシ,されし,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2378,さわやか,さわやか,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2379,さん,さん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2380,散,さん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2381,三軍,さんぐん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2382,散華,さんげ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2383,懺悔タイム,ざんげたいむ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2384,懺悔タイム、いっちゃう？,ざんげたいむいっちゃう,shop,sa,sa,,,,,,1,1,,,0,0,1082,chr008_title_battle_1,8,0
2385,懺悔は済みましたか？,ざんげはすみましたか,shop,sa,sa,,,,,,1,1,,,0,0,1112,chr011_title_battle_1,11,0
2386,珊瑚,さんご,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2387,参考,さんこう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2388,残酷,ざんこく,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2389,散々,さんざん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2390,三者三様,さんしゃさんよう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2391,サンダー,さんだー,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2392,サンド,さんど,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2393,残忍,ざんにん,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2394,参謀,さんぼう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2395,三流,さんりゅう,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2396,斬裂,ざんれつ,shop,sa,sa,,,,,,1,1,,,0,0,-1,-1,-1,0
2397,し,し,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2398,師,し,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2399,死,し,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2400,試合,しあい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2401,試合巧者,しあいこうしゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2402,シア充,しあじゅう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2403,シールド,しーるど,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2404,ジェネシス,じぇねしす,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2405,シエル,しえる,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2406,シエル使い,しえるつかい,shop,sa,si,,,,,,1,1,,,0,0,1112,chr011_title_com_2,11,0
2407,シエルマスター,しえるますたー,shop,sa,si,,,,,,1,1,,,0,0,1113,chr011_title_com_3,11,0
2408,シエル見習い,しえるみならい,shop,sa,si,,,,,,1,1,,,0,0,1111,chr011_title_com_1,11,0
2409,支援,しえん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2410,潮風,しおかぜ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2411,しか,しか,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2412,視界,しかい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2413,しかし,しかし,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2414,式,しき,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2415,志貴,しき,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2416,シキ,しき,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2417,児戯,じぎ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2418,志貴様にお仕えする侍女,しきさまにおつかえするじじょ,shop,sa,si,,,,,,1,1,,,0,0,1012,chr001_title_ach_2,1,0
2419,式典,しきてん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2420,色欲,しきよく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2421,地獄,じごく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2422,仕事しろ,しごとしろ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2423,獅子,しし,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2424,獅子身中,しししんちゅう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2425,獅子奮迅,ししふんじん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2426,侍女,じじょ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2427,死屍累々,ししるいるい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2428,子孫,しそん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2429,下,した,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2430,した後で,したあとで,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2431,自宅,じたく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2432,シック,しっく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2433,疾駆,しっく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2434,疾空,しっくう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2435,執行,しっこう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2436,執行官,しっこうかん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2437,執事,しつじ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2438,疾走,しっそう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2439,嫉妬,しっと,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2440,失敗,しっぱい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2441,しっぺ返し,しっぺかえし,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2442,執拗,しつよう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2443,失礼,しつれい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2444,失礼千万,しつれいせんばん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2445,紫電,しでん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2446,自転車,じてんしゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2447,使途,しと,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2448,死徒,しと,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2449,死闘,しとう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2450,死徒二十七祖番外位,しとにじゅうななそばんがいい,shop,sa,si,,,,,,1,1,,,0,0,1052,chr005_title_ach_2,5,0
4127,死徒ノエル,しとのえる,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
4128,死徒ノエル使い,しとのえるつかい,shop,sa,si,,,,,,1,1,,,0,0,1142,chr014_title_com_2,14,19
4129,死徒ノエルマスター,しとのえるますたー,shop,sa,si,,,,,,1,1,,,0,0,1143,chr014_title_com_3,14,19
4130,死徒ノエル見習い,しとのえるみならい,shop,sa,si,,,,,,1,1,,,0,0,1141,chr014_title_com_1,14,19
2451,死神,しにがみ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
4157,死ぬ気でやれよ肉体労働！,しぬきでやれよにくたいろうどう,shop,sa,si,,,,,,1,1,,,0,0,1171,chr017_title_ach_1,17,24
2452,支配,しはい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2453,師範,しはん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2454,シフト,しふと,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2455,姉妹の絆,しまいのきずな,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2456,姉妹の絆の勝利です！,しまいのきずなのしょうり,shop,sa,si,,,,,,0,1,,,0,0,1071,chr007_title_ach_1,7,0
2457,使命,しめい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2458,死滅,しめつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2459,者,しゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2460,邪,じゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2461,シャイン,しゃいん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2462,しゃがみ,しゃがみ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2463,邪気眼,じゃきがん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2464,弱,じゃく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2465,杓子定規,しゃくしじょうぎ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2466,弱者は弱者なりに、ってね,じゃくしゃはじゃくしゃなりに、ってね,shop,sa,si,,,,,,1,1,,,0,0,1082,chr008_title_battle_2,8,0
2467,灼熱,しゃくねつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2468,射撃,しゃげき,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2469,射幸,しゃこう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2470,射幸心,しゃこうしん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2471,謝辞,しゃじ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2472,邪神,じゃしん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2473,ジャスティス,じゃすてぃす,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
4170,ジャッロ,じゃっろ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2474,シャドウ,しゃどう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2475,娑婆,しゃば,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2476,娑婆は騒がしいな……,しゃばはさわがしいな,shop,sa,si,,,,,,1,1,,,0,0,1061,chr006_title_cs_2,6,0
2477,斜陽,しゃよう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2478,シャレオツ,しゃれおつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2479,髑髏,しゃれこうべ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2480,ジャングラー,じゃんぐらー,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2481,ジャンプ,じゃんぷ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2482,終焉,しゅうえん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
4155,重火器ですが、何か？,じゅうかきですが、なにか,shop,sa,si,,,,,,1,1,,,0,0,1161,chr016_title_cs_1,16,23
2483,収穫,しゅうかく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2484,収穫者,しゅうかくしゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2485,宗教,しゅうきょう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2486,収集,しゅうしゅう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2487,就職,しゅうしょく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2488,囚人,しゅうじん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2489,集束,しゅうそく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2490,十七代目,じゅうななだいめ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2491,十七分割,じゅうななぶんかつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2492,住人,じゅうにん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2493,十人長,じゅうにんちょう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2494,10人の妻,じゅうにんのおんな,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2495,周年,しゅうねん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2496,蹂躙,じゅうりん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2497,熟女,じゅくじょ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2498,宿星,しゅくせい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2499,熟練,じゅくれん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2500,主催,しゅさい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2501,主催者,しゅさいしゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2502,主人,しゅじん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2503,主人公,しゅじんこう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2504,受動的な,じゅどうてきな,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2505,主の御心のままに,しゅのみこころのままに,shop,sa,si,,,,,,1,1,,,0,0,1112,chr011_title_battle_2,11,0
2506,主役,しゅやく,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2507,受容体,じゅようたい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2508,純潔,じゅんけつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2509,純血,じゅんけつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2510,純粋,じゅんすい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2511,肖影,しょうえい,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2512,上級者,じょうきゅうしゃ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2513,衝撃,しょうげき,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2514,上弦,じょうげん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2515,消失,しょうしつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2516,少女,しょうじょ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2517,上昇,じょうしょう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2518,傷心,しょうしん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2519,勝訴,しょうそ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2520,昇天,しょうてん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2521,衝動,しょうどう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2522,上等,じょうとう,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2523,使用人,しようにん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2524,情熱,じょうねつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2525,少年,しょうねん,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2526,勝負,しょうぶ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2527,消滅,しょうめつ,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2528,勝利,しょうり,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2529,勝利の合言葉,しょうりのあいことば,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2530,勝利のぶい！,しょうりのぶい,shop,sa,si,,,,,,1,1,,,0,0,1072,chr007_title_battle_3,7,0
2531,女王様,じょおうさま,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
2532,ジョーカー,じょーかー,shop,sa,si,,,,,,1,1,,,0,0,-1,-1,-1,0
